pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,pH
7.265000000000001,1.7,0.098,59.6,7.8,11.35,33.0,7.265000000000001
8.29,1.7,0.113,57.4,7.0,10.6,31.0,8.29
7.59,1.62,0.091,60.0,7.5,10.2,27.0,7.59
8.61,1.33,0.096,57.9,7.8,9.9,28.0,8.61
8.37,1.37,0.209,55.5,5.8,9.8,29.0,8.37
8.38,1.39,0.121,58.4,6.3,9.9,40.0,8.38
8.27,1.3,0.107,52.2,7.0,10.0,31.0,8.27
8.325,1.345,0.11399999999999999,55.3,6.65,9.95,35.5,8.325
7.01,1.5,0.079,55.0,6.3,9.8,32.0,7.01
7.1,1.59,0.169,56.4,6.5,10.4,32.0,7.1
7.31,1.64,0.094,59.2,7.1,10.4,30.0,7.31
7.32,1.59,0.097,52.6,6.4,10.3,34.0,7.32
7.19,1.44,0.086,51.8,6.1,12.3,31.0,7.19
7.255000000000001,1.42,0.0915,52.2,6.25,11.3,32.5,7.255000000000001
7.84,1.36,0.138,60.0,6.575000000000001,12.5,33.0,7.84
7.57,1.39,0.266,57.8,6.9,13.1,27.0,7.57
7.99,1.23,0.307,58.4,5.7,13.4,32.0,7.99
7.78,1.31,0.2865,58.099999999999994,6.300000000000001,13.25,29.5,7.78
7.54,1.42,0.144,44.2,6.1,14.1,21.0,7.54
8.34,1.66,0.128,57.3,6.4,14.5,28.0,8.34
7.86,1.8,0.111,56.8,6.8,15.0,31.0,7.86
8.1,1.92,0.1195,57.05,6.6,14.75,29.5,8.1
7.93,1.64,0.112,58.4,7.1,15.5,32.0,7.93
7.91,1.35,0.141,57.2,6.9,15.6,24.0,7.91
6.34,1.6,0.28,65.6,3.1,15.6,28.0,6.34
8.01,1.55,0.109,64.8,7.1,15.7,25.0,8.01
6.87,1.7,0.152,61.6,6.8,15.6,28.0,6.87
8.78,1.62,0.101,69.0,8.1,16.0,27.0,8.78
7.824999999999999,1.6600000000000001,0.1265,65.3,7.449999999999999,15.8,27.5,7.824999999999999
8.87,1.88,0.083,58.7,7.8,16.1,26.0,8.87
7.22,2.0,0.125,60.4,7.1,16.5,32.0,7.22
8.02,1.86,0.086,60.4,8.1,16.8,27.0,8.02
8.83,1.81,0.131,70.3,8.3,17.4,26.0,8.83
8.46,1.8,0.095,57.4,8.6,17.6,32.0,8.46
8.0,1.84,0.091,58.2,7.1,17.7,29.0,8.0
8.23,1.82,0.093,57.8,7.85,17.65,30.5,8.23
7.57,1.86,0.086,59.9,7.4,17.7,27.0,7.57
7.52,1.82,0.07,57.2,7.9,17.6,26.0,7.52
7.84,1.54,0.082,56.8,7.7,17.4,31.0,7.84
7.74,1.6,0.082,51.0,7.9,17.2,32.0,7.74
7.55,1.95,0.097,57.8,8.3,17.2,27.0,7.55
7.55,2.0,0.072,57.7,8.4,17.4,26.0,7.55
7.55,1.93,0.08449999999999999,57.75,8.350000000000001,17.299999999999997,26.5,7.55
7.62,1.93,0.072,55.6,8.1,17.5,27.0,7.62
7.09,1.81,0.062,49.4,7.9,17.4,25.0,7.09
6.97,1.77,0.067,54.8,8.6,17.2,25.0,6.97
7.13,1.57,0.098,54.0,7.7,17.1,25.0,7.13
7.45,1.36,0.067,54.8,7.9,17.0,20.0,7.45
6.73,1.56,0.164,53.6,7.3,17.1,31.0,6.73
7.09,1.46,0.1155,54.2,7.6,17.05,25.5,7.09
7.3,1.99,0.073,61.8,7.2,17.5,21.0,7.3
7.76,0.453,0.092,61.0,7.3,17.7,26.0,7.76
8.31,1.2714999999999999,0.11,62.3,8.4,17.9,22.0,8.31
7.18,2.09,0.089,57.4,8.9,17.8,24.0,7.18
8.14,2.11,0.077,57.6,8.6,17.8,22.0,8.14
7.57,2.06,0.087,57.6,8.1,17.9,24.0,7.57
7.855,2.2,0.08199999999999999,57.6,8.35,17.85,23.0,7.855
7.53,1.71,0.091,55.8,8.0,17.8,21.0,7.53
7.78,2.08,0.062,56.6,7.7,17.5,18.0,7.78
7.5,2.47,0.078,52.4,7.9,18.5,21.0,7.5
6.32,2.13,0.231,47.6,6.3,18.8,21.0,6.32
8.09,1.62,0.09,59.1,6.7,18.7,25.0,8.09
8.4,2.06,0.087,58.8,7.1,19.0,24.0,8.4
8.245000000000001,2.44,0.0885,58.95,6.9,18.85,24.5,8.245000000000001
7.94,1.88,0.079,55.6,7.4,19.2,33.0,7.94
7.86,2.19,0.101,55.6,7.2,19.1,19.0,7.86
7.32,1.99,0.074,57.2,8.5,19.2,19.0,7.32
7.44,1.82,0.6069,57.8,8.4,19.6,17.0,7.44
7.45,1.79,0.077,61.2,8.1,19.7,14.0,7.45
7.37,2.06,0.071,62.2,7.4,19.4,18.0,7.37
7.41,1.925,0.074,61.7,7.75,19.549999999999997,16.0,7.41
6.96,1.58,0.073,55.7,7.9,19.5,19.0,6.96
8.12,2.22,0.095,59.0,8.5,19.4,21.0,8.12
8.29,1.98,0.102,61.2,8.0,19.0,24.0,8.29
7.59,1.86,0.073,62.4,7.7,19.2,21.0,7.59
7.21,1.75,0.087,56.4,7.6,18.8,22.0,7.21
6.8,1.61,0.091,60.2,6.8,18.5,24.0,6.8
7.005,1.58,0.089,58.3,7.199999999999999,18.65,23.0,7.005
6.99,1.75,0.097,61.6,6.4,18.6,21.0,6.99
7.42,1.84,0.084,62.2,7.4,18.3,33.0,7.42
7.93,1.86,0.093,62.6,7.1,18.6,23.0,7.93
8.24,1.79,0.097,62.0,7.9,18.9,24.0,8.24
7.22,1.98,0.081,61.6,8.8,18.8,31.0,7.22
7.18,2.02,0.083,61.5,8.5,18.5,30.0,7.18
7.199999999999999,2.03,0.082,61.55,8.65,18.65,30.5,7.199999999999999
7.19,2.07,0.076,53.0,8.3,18.0,30.0,7.19
7.39,2.03,0.089,58.0,7.7,19.3,28.0,7.39
7.62,2.09,0.086,54.4,8.5,18.8,27.0,7.62
7.09,1.93,0.079,59.3,8.3,18.8,26.0,7.09
7.23,2.0,0.091,61.2,8.0,18.8,25.0,7.23
7.42,1.93,0.212,56.8,7.4,18.4,31.0,7.42
7.325,1.9649999999999999,0.1515,59.0,7.7,18.6,28.0,7.325
7.12,1.89,0.095,58.4,8.2,16.5,31.0,7.12
7.12,1.82,0.094,57.6,7.9,16.6,30.0,7.12
7.44,1.84,0.111,58.5,7.1,16.8,34.0,7.44
7.55,1.82,0.095,60.8,6.4,16.9,37.0,7.55
7.65,1.82,0.108,62.0,6.3,16.4,39.0,7.65
7.54,1.83,0.102,60.2,7.1,16.2,38.0,7.54
7.595000000000001,1.8,0.105,61.1,6.699999999999999,16.299999999999997,38.5,7.595000000000001
7.44,1.95,0.101,59.6,6.8,16.1,43.0,7.44
7.85,1.86,0.108,59.0,7.2,17.0,43.0,7.85
7.65,1.86,0.102,58.8,7.1,16.2,44.0,7.65
7.63,1.85,0.109,61.4,7.4,16.3,39.0,7.63
8.63,2.01,0.118,60.8,8.4,16.4,37.0,8.63
6.7,1.74,0.224,60.9,8.6,16.9,38.0,6.7
7.665000000000001,1.74,0.17099999999999999,60.849999999999994,8.5,16.65,37.5,7.665000000000001
7.49,2.33,0.41,60.2,8.3,16.6,39.0,7.49
7.37,2.52,0.201,58.8,7.7,16.7,49.0,7.37
8.71,2.11,0.127,61.2,7.9,16.2,36.0,8.71
8.99,2.08,0.113,60.9,8.1,16.2,38.0,8.99
5.77,2.11,0.076,57.6,8.0,16.0,39.0,5.77
3.94,1.86,0.054,50.6,5.7,16.2,43.0,3.94
4.8549999999999995,1.9849999999999999,0.065,54.1,6.85,16.1,41.0,4.8549999999999995
8.73,2.19,0.095,66.7,8.7,17.0,36.0,8.73
7.34,2.19,0.09,62.8,8.5,16.9,35.0,7.34
6.9,2.1,0.097,61.4,7.7,16.6,33.0,6.9
7.03,2.11,0.1,64.8,9.2,16.4,37.0,7.03
7.22,2.04,0.093,67.0,8.4,16.0,36.0,7.22
7.99,2.05,0.108,66.6,8.1,15.4,28.0,7.99
7.605,1.92,0.1005,66.8,8.25,15.7,32.0,7.605
7.07,1.86,0.102,69.5,7.9,15.6,31.0,7.07
7.3375,1.8900000000000001,0.10125,68.15,8.075,15.649999999999999,31.5,7.3375
7.54,1.84,0.17,61.2,7.2,15.4,40.0,7.54
7.74,1.98,0.116,67.6,7.1,14.9,44.0,7.74
7.83,1.91,0.114,70.2,7.6,14.3,39.0,7.83
7.89,1.9,0.111,72.2,7.4,13.8,37.0,7.89
7.859999999999999,1.88,0.1125,71.2,7.5,14.05,38.0,7.859999999999999
7.84,1.97,0.1,68.6,7.0,13.7,37.0,7.84
7.81,1.89,0.104,66.8,7.4,13.3,36.0,7.81
7.85,1.81,0.104,72.3,10.3,12.9,38.0,7.85
7.47,1.66,0.282,65.7,9.8,12.6,47.0,7.47
7.63,1.9,0.102,67.8,8.9,12.4,54.0,7.63
8.9,2.1,0.127,64.2,7.2,12.5,57.0,8.9
8.265,2.0,0.11449999999999999,66.0,8.05,12.45,55.5,8.265
8.91,2.36,0.107,72.1,7.9,10.2,37.0,8.91
8.94,2.27,0.158,70.0,7.7,9.7,41.0,8.94
9.03,2.259,0.113,67.2,7.2,9.6,40.0,9.03
8.53,2.38,0.103,64.1,6.7,10.4,31.0,8.53
8.38,2.36,0.109,58.8,7.1,10.2,34.0,8.38
8.6,2.29,0.114,68.6,7.0,10.1,33.0,8.6
8.49,2.16,0.1115,63.699999999999996,7.05,10.149999999999999,33.5,8.49
8.62,2.34,0.099,69.6,6.4,10.0,38.0,8.62
8.56,2.28,0.097,70.4,7.8,10.5,44.0,8.56
8.42,2.24,0.083,62.2,7.6,10.4,43.0,8.42
7.7,2.23,0.083,63.4,7.7,10.1,42.0,7.7
6.84,2.15,0.086,67.7,7.7,9.7,39.0,6.84
7.42,1.98,0.091,68.1,8.1,9.4,36.0,7.42
7.13,1.96,0.0885,67.9,7.9,9.55,37.5,7.13
7.62,2.06,0.089,68.4,6.4,9.4,67.0,7.62
8.64,2.07,0.108,64.0,7.3,9.5,62.0,8.64
8.41,2.0,0.094,71.4,7.5,9.7,40.0,8.41
8.73,1.88,0.098,74.8,7.9,9.6,36.0,8.73
8.75,1.82,0.097,69.9,7.4,9.65,42.0,8.75
8.61,1.81,0.092,69.6,6.6,9.4,32.0,8.61
8.68,1.815,0.0945,69.75,7.0,9.525,37.0,8.68
8.0,1.81,0.087,70.2,8.4,10.3,31.0,8.0
8.62,1.82,0.092,65.2,8.2,10.1,33.0,8.62
8.81,1.78,0.097,69.4,7.7,9.9,31.0,8.81
8.48,1.81,0.091,68.4,7.0,10.0,40.0,8.48
8.62,1.71,0.097,70.0,7.3,8.8,42.0,8.62
8.72,1.67,0.108,68.0,7.6,9.1,43.0,8.72
8.67,1.67,0.10250000000000001,69.0,7.449999999999999,8.95,42.5,8.67
7.78,1.67,0.096,69.4,6.9,8.9,37.0,7.78
8.08,1.66,0.113,62.6,6.5,8.9,32.0,8.08
7.88,1.7,0.108,66.8,6.3,7.9,31.0,7.88
7.69,1.72,0.108,63.8,6.5,7.4,33.0,7.69
7.09,1.81,0.093,69.3,7.2,7.3,48.0,7.09
8.07,1.96,0.091,68.3,8.2,7.1,44.0,8.07
7.58,1.83,0.092,68.8,7.699999999999999,7.199999999999999,46.0,7.58
8.36,1.74,0.098,64.0,7.7,6.2,45.0,8.36
7.97,1.75,0.097,67.0,7.8,6.0,43.0,7.97
8.55,1.87,0.093,70.1,8.1,5.6,40.0,8.55
8.25,1.95,0.09,65.8,9.2,5.4,43.0,8.25
8.58,1.99,0.093,66.2,8.9,5.4,42.0,8.58
8.57,1.97,0.091,65.2,7.8,5.5,39.0,8.57
8.575,1.98,0.092,65.7,8.35,5.45,40.5,8.575
8.64,1.94,0.101,68.5,10.1,5.6,47.0,8.64
8.58,1.78,0.093,64.9,10.3,5.0,43.0,8.58
7.82,1.73,0.1,67.5,8.4,5.4,43.0,7.82
8.13,1.66,0.183,68.4,8.2,5.2,50.0,8.13
8.09,1.63,0.126,61.6,7.9,5.6,49.0,8.09
7.44,1.75,0.116,60.8,7.4,5.6,48.0,7.44
7.765000000000001,1.71,0.121,61.2,7.65,5.6,48.5,7.765000000000001
8.07,1.65,0.123,59.4,7.2,5.5,46.0,8.07
8.12,1.65,0.143,67.4,7.9,5.6,50.0,8.12
7.98,1.61,0.16,60.8,7.7,5.3,46.0,7.98
6.69,1.74,0.189,59.0,6.9,5.2,47.0,6.69
6.8,1.87,0.209,63.5,6.8,4.9,49.0,6.8
6.74,2.0,0.235,58.5,7.2,5.1,45.0,6.74
6.77,1.9,0.22199999999999998,61.0,7.0,5.0,47.0,6.77
6.87,1.83,0.264,60.6,6.9,5.1,44.0,6.87
6.77,1.9,0.283,64.8,6.5,5.0,47.0,6.77
5.96,1.69,0.286,63.9,6.7,5.1,46.0,5.96
6.76,1.83,0.331,66.6,7.1,5.0,42.0,6.76
7.33,1.76,0.407,64.2,6.7,4.9,47.0,7.33
7.33,1.85,0.407,66.7,6.5,4.9,42.0,7.33
7.33,1.8050000000000002,0.407,65.45,6.6,4.9,44.5,7.33
7.28,1.8,0.401,72.0,8.7,4.8,46.0,7.28
8.27,1.91,0.394,71.6,8.5,4.9,45.0,8.27
8.93,1.77,0.389,71.0,8.8,4.6,44.0,8.93
7.84,1.81,0.381,69.8,7.9,4.3,45.0,7.84
6.52,1.91,0.374,63.0,7.8,4.6,47.0,6.52
6.96,1.87,0.38,69.6,7.2,4.5,46.0,6.96
6.74,1.85,0.377,66.3,7.5,4.55,46.5,6.74
7.63,1.85,0.38,67.9,6.8,4.4,47.0,7.63
7.65,1.78,0.387,69.5,8.3,4.3,42.0,7.65
7.52,1.89,0.374,69.6,7.9,43.0,45.0,7.52
7.5,1.89,0.383,71.6,7.7,4.7,48.0,7.5
7.5,1.88,0.383,71.4,8.1,4.3,40.0,7.5
7.48,1.8,0.373,67.1,6.9,4.4,44.0,7.48
7.49,1.99,0.378,69.25,7.5,4.35,42.0,7.49
7.61,2.03,0.398,64.6,7.6,4.3,46.0,7.61
7.46,2.11,0.387,72.8,6.7,4.3,45.0,7.46
7.37,1.9,0.383,69.6,8.2,4.2,42.0,7.37
8.32,1.78,0.388,74.4,10.7,4.3,40.0,8.32
7.84,1.88,0.388,70.8,9.6,4.1,37.0,7.84
7.85,1.86,0.389,69.9,9.7,4.1,31.0,7.85
7.845,1.87,0.3885,70.35,9.649999999999999,4.1,34.0,7.845
7.79,1.81,0.388,73.1,9.8,4.2,43.0,7.79
7.8,1.76,0.387,73.6,9.7,4.1,37.0,7.8
7.88,1.71,0.367,71.8,9.1,4.0,30.0,7.88
7.88,1.76,0.394,68.8,8.8,4.0,33.0,7.88
7.2,1.78,0.398,73.2,7.9,4.1,35.0,7.2
6.87,2.3,0.218,68.0,7.4,3.9,37.0,6.87
7.35,2.12,0.147,73.8,7.1,3.9,36.0,7.35
7.95,1.73,0.271,71.8,6.8,4.0,38.0,7.95
8.11,1.96,0.154,67.4,6.9,4.1,33.0,8.11
7.52,1.88,0.117,73.6,6.7,4.2,36.0,7.52
7.18,1.92,0.114,72.6,6.9,3.9,37.0,7.18
7.35,1.8,0.123,73.3,11.5,4.0,34.0,7.35
7.09,1.78,0.132,71.5,10.6,4.0,35.0,7.09
7.22,1.87,0.1275,72.4,11.05,4.0,34.5,7.22
8.38,1.91,0.138,82.2,10.8,3.8,36.0,8.38
8.05,1.78,0.124,78.8,10.6,3.8,35.0,8.05
6.54,1.87,0.2,69.5,8.8,3.8,34.0,6.54
7.45,1.87,0.115,76.2,10.9,4.0,35.0,7.45
6.26,1.78,0.132,76.2,9.7,3.9,32.0,6.26
7.07,1.91,0.137,77.6,8.2,3.9,40.0,7.07
6.665,1.845,0.1345,76.9,8.95,3.9,36.0,6.665
5.35,1.79,0.417,53.0,4.1,3.8,41.0,5.35
8.54,1.8,0.126,76.6,6.5249999999999995,3.8499999999999996,38.0,8.54
7.91,1.795,0.121,74.4,10.1,3.9,35.0,7.91
6.29,1.65,0.176,65.8,6.4,3.9,38.0,6.29
6.72,1.73,0.4,59.0,6.7,3.7,39.0,6.72
7.8,1.78,0.124,69.2,7.4,3.8,38.0,7.8
7.26,1.755,0.262,64.1,7.050000000000001,3.75,38.5,7.26
7.34,1.68,0.115,77.2,9.8,3.8,37.0,7.34
6.99,1.67,0.145,93.1,11.1,4.4,37.0,6.99
7.18,1.59,0.709,77.8,7.4,3.7,38.0,7.18
8.07,1.67,0.826,77.4,9.2,3.7,38.0,8.07
7.05,1.63,0.368,80.4,11.5,3.7,38.0,7.05
8.32,1.52,0.336,77.5,11.2,3.8,37.0,8.32
7.6850000000000005,1.575,0.352,78.95,11.35,3.75,37.5,7.6850000000000005
6.9,1.51,0.468,78.4,6.1,3.7,38.0,6.9
8.3,1.78,0.293,78.6,9.1,3.8,37.0,8.3
7.99,1.73,0.384,84.2,10.1,3.7,34.0,7.99
6.67,1.76,0.383,75.5,9.8,3.7,36.0,6.67
6.72,1.76,0.374,71.0,8.4,3.7,43.0,6.72
7.18,1.86,0.361,65.8,6.9,3.8,36.0,7.18
6.949999999999999,1.81,0.3675,68.4,7.65,3.75,39.5,6.949999999999999
7.14,1.82,0.41,75.3,9.4,3.7,36.0,7.14
7.12,1.86,0.383,75.2,9.6,3.6,36.0,7.12
7.1,1.78,0.276,73.8,9.2,3.6,32.0,7.1
7.17,1.8,0.256,73.2,8.8,3.5,40.0,7.17
7.33,1.6,0.218,75.6,8.1,3.8,39.0,7.33
7.28,1.46,0.198,72.8,8.4,3.4,39.5,7.28
7.305,1.53,0.20800000000000002,74.19999999999999,8.25,3.5999999999999996,39.25,7.305
7.5,1.495,0.231,71.9,8.4,3.3,37.0,7.5
7.96,1.57,0.177,70.4,8.7,3.4,40.0,7.96
8.44,1.5325000000000002,0.198,73.6,8.4,3.7,41.0,8.44
6.48,1.47,0.634,62.0,6.2,3.5,42.0,6.48
7.46,1.5012500000000002,0.41600000000000004,67.8,7.300000000000001,3.6,41.5,7.46
8.47,1.63,0.219,61.7,8.4,3.6,38.0,8.47
7.75,1.64,0.206,62.3,8.6,3.7,36.0,7.75
8.11,1.6349999999999998,0.2125,62.0,8.5,3.6500000000000004,37.0,8.11
6.93,1.53,0.591,69.0,7.6,3.4,34.0,6.93
6.67,1.6,0.249,75.8,7.4,3.3,35.0,6.67
6.88,1.6,0.169,77.0,7.8,3.4,40.0,6.88
7.33,1.61,0.145,70.3,8.2,3.5,39.0,7.33
7.28,1.61,0.227,69.8,7.7,3.4,40.0,7.28
7.34,1.61,0.21,68.4,7.2,3.4,37.0,7.34
7.3100000000000005,1.61,0.2185,69.1,7.45,3.4,38.5,7.3100000000000005
4.77,1.57,0.296,57.4,2.7,4.1,40.0,4.77
6.13,1.91,0.5,68.2,6.9,3.7,39.0,6.13
8.61,2.22,0.21,67.4,7.2,3.9,37.0,8.61
7.94,2.18,0.147,69.6,8.4,4.0,33.0,7.94
7.77,1.92,0.228,79.8,8.1,3.6,35.0,7.77
8.24,2.14,0.147,72.0,8.7,3.2,37.0,8.24
8.004999999999999,2.0300000000000002,0.1875,75.9,8.399999999999999,3.4000000000000004,36.0,8.004999999999999
6.86,2.06,0.143,71.4,8.0,3.3,39.0,6.86
8.33,2.01,0.157,68.8,7.7,3.2,41.0,8.33
7.86,1.91,0.214,64.4,7.1,3.8,40.0,7.86
7.04,1.94,0.174,64.6,7.3,3.7,42.0,7.04
7.4,1.89,0.114,71.0,9.3,4.0,38.0,7.4
7.97,1.76,0.116,70.3,9.1,3.7,37.0,7.97
7.6850000000000005,1.825,0.115,70.65,9.2,3.85,37.5,7.6850000000000005
6.77,1.62,0.14,66.0,7.1,3.8,36.0,6.77
8.0,1.61,0.243,65.6,7.5,3.9,37.0,8.0
6.4,1.83,0.203,61.1,8.2,3.4,38.0,6.4
6.9,1.72,0.172,65.8,7.2,3.5,37.0,6.9
7.08,1.775,0.127,66.4,7.0,3.5,40.0,7.08
7.0,1.72,0.147,66.8,6.4,3.6,44.0,7.0
7.04,1.7475,0.137,66.6,6.7,3.55,42.0,7.04
6.1,1.8,0.178,59.2,5.8,3.5,38.0,6.1
7.13,1.89,0.095,65.1,6.2,3.5,37.0,7.13
6.42,1.845,0.227,66.6,6.4,3.5,37.0,6.42
7.83,1.78,0.19,65.2,6.9,3.5,40.0,7.83
7.24,1.85,0.143,63.2,7.0,3.2,41.0,7.24
7.37,1.89,0.126,65.6,6.8,3.6,40.0,7.37
7.305,1.71,0.1345,64.4,6.9,3.4000000000000004,40.5,7.305
9.11,1.93,0.114,67.4,7.4,3.6,37.0,9.11
8.16,1.79,0.117,63.8,8.0,3.7,34.0,8.16
7.84,1.84,0.104,60.6,8.3,3.6,32.0,7.84
7.34,1.91,0.148,65.8,7.6,3.7,34.0,7.34
8.24,1.89,0.082,64.5,8.2,3.9,31.0,8.24
7.53,1.87,0.102,65.3,8.3,3.4,32.0,7.53
7.885,1.81,0.092,64.9,8.25,3.65,31.5,7.885
7.57,1.83,0.104,63.4,7.9,3.675,33.0,7.57
6.54,1.85,0.176,61.2,6.4,3.7,32.0,6.54
7.01,1.87,0.116,65.5,7.1,3.4,36.0,7.01
7.3,1.9,0.082,67.1,7.4,3.4,37.0,7.3
7.64,1.835,0.099,65.6,7.4,3.5,33.0,7.64
7.56,1.77,0.098,67.8,7.0,3.5,38.0,7.56
7.6,0.885,0.0985,66.69999999999999,7.2,3.5,35.5,7.6
7.25,1.75,0.081,61.4,10.9,3.4,38.0,7.25
7.32,1.83,0.082,61.7,10.7,3.7,37.0,7.32
7.01,1.86,0.134,62.4,8.9,3.7,39.0,7.01
6.98,1.87,0.132,58.0,8.1,5.3,41.0,6.98
7.73,1.96,0.134,58.8,7.6,4.0,41.0,7.73
7.54,1.99,0.104,58.2,7.1,4.0,42.0,7.54
7.635,1.975,0.119,58.5,7.35,4.0,41.5,7.635
7.91,1.88,0.089,59.9,6.9,4.1,47.0,7.91
7.76,1.95,0.081,61.4,7.2,4.1,50.0,7.76
7.96,2.06,0.083,58.0,7.6,5.5,48.0,7.96
7.77,1.96,0.094,53.6,7.1,5.3,47.0,7.77
8.03,1.91,0.114,57.5,7.4,5.6,46.0,8.03
8.01,1.98,0.112,56.7,7.6,5.9,46.0,8.01
8.02,1.9449999999999998,0.113,57.1,7.5,5.75,46.0,8.02
8.03,2.07,0.126,54.4,7.7,7.1,45.0,8.03
8.03,2.12,0.128,55.2,7.9,7.3,46.0,8.03
8.25,1.87,0.112,53.9,7.9,7.9,38.0,8.25
7.89,1.89,0.105,55.5,3.4,8.1,36.0,7.89
7.95,1.94,0.118,68.4,5.9,8.2,35.0,7.95
8.05,1.94,0.114,61.2,6.4,8.2,41.0,8.05
8.0,1.94,0.11599999999999999,64.80000000000001,6.15,8.2,38.0,8.0
7.87,1.96,0.092,53.5,7.8,9.1,36.0,7.87
7.53,1.96,0.153,48.7,4.2,9.6,35.0,7.53
8.45,2.04,0.087,55.2,5.1,9.6,41.0,8.45
7.99,2.0,0.12,51.95,4.65,9.6,38.0,7.99
7.78,2.06,0.083,51.8,5.7,10.4,41.0,7.78
7.15,2.06,0.074,47.8,6.0,9.7,42.0,7.15
7.465,2.06,0.0785,49.8,5.85,10.05,41.5,7.465
6.65,1.72,0.114,52.4,8.9,9.7,35.0,6.65
7.76,1.91,0.143,51.8,5.4,9.8,37.0,7.76
6.39,2.08,0.064,52.4,4.9,10.6,38.0,6.39
7.84,2.09,0.084,52.2,5.3,8.9,37.0,7.84
7.6,2.05,0.079,57.2,6.5,9.2,34.0,7.6
8.13,2.03,0.085,57.5,6.4,9.3,36.0,8.13
7.865,1.91,0.082,57.35,6.45,9.25,35.0,7.865
7.78,1.97,0.083,52.0,6.2,10.6,37.0,7.78
7.78,1.98,0.086,56.2,6.5,10.8,36.0,7.78
7.76,1.97,0.074,58.6,6.2,10.8,39.0,7.76
8.1,1.96,0.084,60.2,6.5,10.7,42.0,8.1
7.99,1.9649999999999999,0.072,60.8,6.7,10.8,43.0,7.99
7.73,1.96,0.781,62.2,6.0,10.9,37.0,7.73
7.86,1.9625,0.4265,61.5,6.35,10.850000000000001,40.0,7.86
7.37,1.89,0.07,53.3,7.0,11.6,31.0,7.37
7.05,1.91,0.063,55.8,6.9,11.6,33.0,7.05
7.03,1.96,0.063,55.4,5.7,12.1,20.0,7.03
7.76,1.95,0.078,56.0,6.0,12.1,26.0,7.76
7.84,1.87,0.074,57.2,6.2,11.7,23.0,7.84
7.9,1.84,0.076,56.2,6.4,11.7,24.0,7.9
7.87,1.84,0.075,56.7,6.300000000000001,11.7,23.5,7.87
7.1,1.91,0.079,68.4,6.8,11.8,27.0,7.1
7.45,1.875,0.079,60.8,6.2,11.7,32.0,7.45
6.39,1.85,0.087,56.4,4.4,14.0,35.0,6.39
7.91,1.92,0.073,56.0,6.5,13.1,34.0,7.91
7.29,1.85,0.069,54.9,7.2,13.0,29.0,7.29
7.09,1.86,0.066,56.1,6.9,13.1,30.0,7.09
7.1899999999999995,1.83,0.0675,55.5,7.050000000000001,13.05,29.5,7.1899999999999995
7.17,1.8450000000000002,0.074,53.6,5.8,12.5,29.0,7.17
6.84,1.8375000000000001,0.065,54.4,5.2,12.6,31.0,6.84
6.84,1.81,0.076,55.6,6.3,12.4,32.0,6.84
7.34,1.82375,0.074,48.2,6.0,12.8,31.0,7.34
7.72,1.93,0.079,52.0,5.7,12.9,26.0,7.72
7.99,1.8,0.074,57.4,5.7,13.0,21.0,7.99
7.855,1.865,0.0765,54.7,5.7,12.95,23.5,7.855
7.61,1.83,0.142,55.8,6.3,14.6,27.0,7.61
7.34,1.91,0.071,51.9,6.8,15.1,26.0,7.34
7.05,1.94,0.074,54.8,5.7,14.8,27.0,7.05
7.195,1.9249999999999998,0.0725,53.349999999999994,6.25,14.95,26.5,7.195
7.46,1.79,0.07324999999999995,55.2,6.1,12.9,26.0,7.46
7.45,1.88,0.074,49.4,6.0,13.1,31.0,7.45
7.455,1.835,0.037,52.3,6.05,13.0,28.5,7.455
7.09,1.98,0.053,51.2,5.8,14.4,33.0,7.09
7.2725,1.9075,0.045,51.75,5.925,13.7,30.75,7.2725
7.43,1.96,0.074,53.4,6.2,15.7,32.0,7.43
7.04,1.9,0.117,42.2,5.3,16.0,33.0,7.04
6.53,1.86,0.17,53.1,4.8,16.0,26.0,6.53
7.88,1.83,0.086,56.4,5.1,16.2,25.0,7.88
7.205,1.8450000000000002,0.128,54.75,4.949999999999999,16.1,25.5,7.205
7.29,1.75,0.086,55.8,5.4,17.0,25.0,7.29
8.35,1.76,0.097,60.2,6.3,17.5,24.0,8.35
8.31,1.77,0.074,55.6,6.8,17.8,25.0,8.31
7.08,1.87,0.063,53.3,6.2,17.4,26.0,7.08
7.58,1.87,0.069,54.4,5.9,17.5,29.0,7.58
7.52,1.9,0.084,55.6,6.0,17.5,31.0,7.52
7.55,1.885,0.07650000000000001,55.0,5.95,17.5,30.0,7.55
7.81,2.02,0.071,59.8,6.2,18.2,27.0,7.81
7.96,1.85,0.076,54.0,6.8,18.7,26.0,7.96
7.885,1.935,0.0735,56.9,6.5,18.45,26.5,7.885
7.922499999999999,1.8925,0.07475,55.45,6.65,18.575,26.25,7.922499999999999
7.87,1.82,0.074,59.2,6.5,17.9,25.0,7.87
6.4,1.91,0.064,52.2,5.8,18.0,26.0,6.4
7.135,2.15,0.069,55.7,6.15,17.95,25.5,7.135
7.76,2.06,0.075,51.8,5.4,18.0,33.0,7.76
8.54,2.105,0.087,54.6,5.7,18.1,20.0,8.54
8.23,1.0,0.084,52.2,6.1,18.1,26.0,8.23
8.43,2.02,0.081,56.2,5.4,18.2,21.0,8.43
8.35,2.02,0.078,62.8,6.2,18.4,22.0,8.35
7.78,2.02,0.061,54.5,6.3,18.1,23.0,7.78
